'asia',,,,
'asians',,,,
'aside',,,,
'ask',,,,
'ask',,,,
'asked',,,,
'asked',,,,
'asking',,,,
'asleep',,,,
'assertive',,,,
'assimilating',,,,
'assistant',,,,
at',,,,
at',,,,
'atmosphere',,,,
'attached',,,,
attaching',,,,
'attaching',,,,
'attacked',,,,
'attacked',,,,
'attacking',,,,
'attending',,,,
'attention',,,,
'attitude',,,,
'attract',,,,
'attraction',,,,
attractions',,,,
'attractive',,,,
'aunt',,,,
'automatic',,,,
'automation',,,,
'automation',,,,
'autumn',,,,
'autumnal',,,,
'autumnal',,,,
'avantgarde',,,,
'avenue',,,,
'avoid',,a=1:156,,
'avoidance',,,,
'avoidance',,,,
'avoided',,,,
'avoided',,,,
'await',,,,
'await',,,,
'awake',,,,
'away',,,,
'awesome',,,,
ay',,,,
'ay',,,,
'aye',,,,
'aye',,,,
'back',,,,
'backbone',,,,
'backdrop',,,,
'backed',,,,
'backed',,,,
'background',,,,
'backing',,,,
'backing',,,,
'backlight',,,,
'backlight',,,,
'backlit',,,,
'backrest',,,,
'backward',,,,
'backwards',,,,
'backwards',,,,
'bad',,,,
baggage',,,,
'bait',,,,
'baking',,,,
'balance',,,,
'bang',,,,
'bare',,,,
'barefoot',,,,
'barking',,,,
'barley',,,,
'base',,,,
based',,,,
'based',,,,
bashabasha',,,,
bashabasha',,,,
'basis',,,,
basketbags',,,,
'basketbags',,,,
'bathing',,,,
be',,,,
be',,,,
'beachfront',,,,
beakers',,,,
'bearded',,,,
'bearded',,,,
'beat',,,,
'beaten',,,,
'beautiful',,,,
'beautifully',,,,
'beautifully',,,,
'beauty',,,,
'beauty',,,,
'became',,,,
'became',,,,
'because',,,,
'because',,,,
'become',,,,
'becomes',,,,
'becomes',,,,
'becoming',,,,
'becoming',,,,
'bedded',,,,
'bedded',,,,
'bedding',,,,
'bedmaking',,,,
'bedmaking',,,,
'been',,,,
'bees',,,,
'before',,,,
'before',,,,
'began',,,,
'began',,,,
'beginning',,,,
'behind',,,,
'beige',,,,
'being',,,,
'belly',,,,
'belongs',,,,
'below',,,,
'bend',,,,
'beneath',,,,
'beneath',,,,
'benefit',,,,
'bent',,,,
'berthing',,,,
'beside',,,,
'besides',,,,
'besides',,,,
'best',,,,
'bet',,,,
'better',,,,
'betting',,,,
'betting',,,,
'between',,,,
'beverage',,,,
'beyond',,,,
'big',,,,
'bigger',,,,
'bigger',,,,
'bill',,,,
'bind',,,,
'binocular',,,,
'birch',,,,
'birds',,,,
'birdseye',,,,
'birthday',,,,
'bit',,,,
'blackandwhite',,,,
'blackhaired',,,,
'blackish',,,,
'blackish',,,,
'blackskinned',,,,
'blazing',,,,
'bleached',,,,
'block',,,,
'blond',,,,
'blond',,,,
'bloom',,,,
'blooming',,,,
'blooming',,,,
'blow',,,,
'blow',,,,
'blower',,,,
'blowin',,,,
'blowin',,,,
'blowing',,,,
'bluecolored',,,,
'blueness',,,,
'blueness',,,,
'bluepurple',,,,
'blunt',,,,
'blurred',,,,
'blurry',,,,
'boar',,,,
'board',,,,
'boatboarding',,,,
'boatboarding',,,,
'bob',,,,
'body',,,,
'bodysuits',,,,
'bodysuits',,,,
'boiled',,,,
'boiled',,,,
'boiling',,,,
'boldly',,,,
'boon',,,,
'boot',,,,
'border',,,,
'bored',,,,
'born',,,,
'bosslike',,,,
'both',,,,
'both',,,,
'bottom',,,,
'bouncing',,,,
'boundary',,,,
'bowed',,,,
'bowed',,,,
'bowel',,,,
'bowl',,,,
'boxer',,,,
'boxing',,,,
'boys',,,,
'bragging',,,,
'braided',,,,
'braided',,,,
'braised',,,,
'branches',,,,
'brand',,,,
'brave',,,,
'break',,,,
'breaking',,,,
'breaking',,,,
'bream',,,,
'breast',,,,
'breath',,,,
'breeze',,,,
'brickcolored',,,,
'bricklike',,,,
'bricklike',,,,
'brickwalled',,,,
'brickwalled',,,,
'bright',,,,
'brightened',,,,
'brightened',,,,
'brightening',,,,
'brightening',,,,
'brightly',,,,
'brightly',,,,
'brightness',,,,
'brightness',,,,
'brilliant',,,,
'brim',,,,
'bristle',,,,
'broad',,,,
'broke',,,,
'broke',,,,
'brother',,,,
'brought',,,,
'brownish',,,,
'brownish',,,,
'brushing',,,,
'brushing',,,,
'bud',,,,
'buggy',,,,
'buildings',,,,
'built',,,,
'built',,,,
'bulging',,,,
'bulky',,,,
'bulletin',,,,
'bullfight',,,,
'bullfighting',,,,
'bump',,,,
'bump',,,,
'bumpy',,,,
'bunch',,,,
'bundle',,,,
'bundled',,,,
'buried',,,,
'burn',,,,
'burn',,,,
'burned',,,,
'burned',,,,
'burnt',,,,
'bursting',,,,
'bushy',,,,
'busy',,,,
but',,,,
'but',,,,
'butt',,,,
'butt',,,,
'buy',,,,
by',,,,
by',,,,
'café',,,,
'café',,,,
'calcium',,,,
'call',,,,
'call',,,,
'called',,,,
'called',,,,
'calling',,,,
'calm',,,,
'calmness',,,,
'calmness',,,,
'cambodia',,,,
'came',,,,
'camisole',,,,
'camp',,,,
'camp',,,,
can',,,,
'can',,,,
'canada',,,,
'canadas',,,,
'canadian',,,,
'canadian',,,,
'canoeing',,,,
'canoeing',,,,
'capture',,,,
'care',,,,
'careful',,,,
'carefully',,,,
'carefully',,,,
'caressing',,,,
'carnivorous',,,,
'carpenter',,,,
'carpets',,,,
'carried',,,,
'carried',,,,
'carry',,,,
'carry',,,,
'carryback',,,,
'carrybacks',,,,
'carrybacks',,,,
'carrying',,,,
'cast',,,,
'caster',,,,
'caster',,,,
'casting',,,,
'casual',,,,
'casually',,,,
'casually',,,,
'casualty',,,,
'catch',,,,
'catching',,,,
'catching',,,,
'cathoderay',,,,
'cathoderay',,,,
'catstain',,,,
'catstain',,,,
'caught',,,,
'caught',,,,
'caused',,,,
'caution',,,,
'cedar',,,,
'celebration',,,,
'cemented',,,,
'center',,,,
'central',,,,
'central',,,,
'centrifugal',,,,
'certain',,,,
'cessna',,,,
'chaise',,,,
'chance',,,,
'change',,,,
'changed',,,,
'changed',,,,
'changing',,,,
'channel',,,,
'character',,,,
'charge',,,,
'chari',,,,
'charm',,,,
'charming',,,,
'chasing',,,,
'chatting',,,,
'cheap',,,,
'cheapness',,,,
'cheapness',,,,
check',,,,
'check',,,,
'checked',,,,
'checking',,,,
'checking',,,,
'cheer',,,,
'cheerfully',,,,
'cheerfully',,,,
'cheesy',,,,
'cherish',,,,
'cherished',,,,
'cherished',,,,
'chi',,,,
'chic',,,,
'chick',,,,
'chicks',,,,
'childhood',,,,
'childhood',,,,
'children',,,,
'chilling',,,,
'chilly',,,,
'chima',,,,
'chima',,,,
'chimachogori',,,,
'chimachogori',,,,
'chin',,,,
'china',,,,
'china',,,,
'chip',,,,
'chirals',,,,
'chirals',,,,
chirping',,,,
'chogori',,,,
'chogori',,,,
'choose',,,,
'choose',,,,
'choosing',,,,
'chopped',,,,
'chopped',,,,
'chopping',,,,
'christ',,,,
'chunk',,,,
'circling',,,,
'circular',,,,
'circular',,,,
'circumference',,,,
'cirsus',,,,
citylike',,,,
'citylike',,,,
'cityscape',,,,
'claim',,,,
'clamped',,,,
'clarify',,,,
'classic',,,,
'classical',,,,
'classmate',,,,
'claus',,,,
'clay',,,,
'clean',,,,
'cleaner',,,,
'cleaning',,,,
'cleanliness',,,,
'cleanliness',,,,
'cleanly',,,,
'cleanly',,,,
'clear',,,,
'clearly',,,,
'click',,,,
'clifflike',,,,
'climate',,,,
'climb',,,,
'climb',,,,
'climbing',,,,
'clinging',,,,
'clip',,,,
'clipping',,,,
'clogged',,,,
'close',,,,
'closed',,,,
'closely',,,,
'closely',,,,
'closer',,,,
'closer',,,,
'closeup',,,,
'closeup',,,,
'closing',,,,
'closing',,,,
'clothing',,,,
'clothlike',,,,
'clouded',,,,
'clouded',,,,
'clouds',,,,
'cloudy',,,,
'clump',,,,
'cluster',,,,
'clustered',,,,
'clustered',,,,
'coalbased',,,,
'coarse',,,,
'coaty',,,,
'coaty',,,,
'cobbled',,,,
'cobbledown',,,,
'cock',,,,
'coins',,,,
'cold',,,,
'collapse',,,,
'collect',,,,
'collect',,,,
'collecting',,,,
'color',,,,
'coloration',,,,
'colored',,,,
'colorful',,,,
colorfully',,,,
'colorfully',,,,
'coloring',,,,
'coloring',,,,
'column',,,,
'combination',,,,
'combine',,,,
'combine',,,,
come',,,,
'come',,,,
'comfortable',,,,
'comfortably',,,,
'comfortably',,,,
'comical',,,,
'coming',,,,
'commercial',,,,
'common',,,,
'communication',,,,
'compact',,,,
'companion',,,,
'company',,,,
'compare',,,,
'compete',,,,
'compete',,,,
'competition',,,,
'complaining',,,,
'complement',,,,
'completed',,,,
'completely',,,,
'completion',,,,
'completion',,,,
'complicated',,,,
'composed',,,,
'composition',,,,
'concentrate',,,,
'concentrate',,,,
'concentrated',,,,
'concentration',,,,
'concentrically',,,,
'concept',,,,
'concerned',,,,
'condition',,,,
'condominium',,,,
'confection',,,,
'conference',,,,
'confidence',,,,
'confirm',,,,
'confused',,,,
'congested',,,,
'congestion',,,,
'congestion',,,,
'congratulatory',,,,
'coniferous',,,,
'connected',,,,
'connecting',,,,
'connecting',,,,
'connects',,,,
'connects',,,,
'consciousness',,,,
'consequently',,,,
'considerable',,,,
'considerable',,,,
'considerably',,,,
'considerably',,,,
'consideration',,,,
'consideration',,,,
'considered',,,,
'considered',,,,
'considering',,,,
'conspicuous',,,,
'constructed',,,,
'constructed',,,,
'consulting',,,,
'consume',,,,
'contact',,,,
'contained',,,,
'contained',,,,
'containing',,,,
'contains',,,,
'contains',,,,
'content',,,,
'continent',,,,
'continue',,,,
'continue',,,,
'continues',,,,
'continues',,,,
'continuing',,,,
'contour',,,,
'contrary',,,,
'contrast',,,,
'contrasting',,,,
'contrasting',,,,
'control',,,,
'convention',,,,
'conversation',,,,
'conveyed',,,,
'conveyorbelts',,,,
'cooking',,,,
'cooktops',,,,
'cooky',,,,
'cooky',,,,
'cool',,,,
'coolly',,,,
'coolly',,,,
'copied',,,,
'copied',,,,
'copy',,,,
'corner',,,,
'corrective',,,,
'corroded',,,,
'cosplayed',,,,
'costumes',,,,
'cottonlike',,,,
could',,,,
'could',,,,
'counted',,,,
'counter',,,,
'counterfeit',,,,
'countertop',,,,
'countless',,,,
'country',,,,
'couple',,,,
'courage',,,,
'course',,,,
'cover',,,,
covered',,,,
'covered',,,,
'covering',,,,
'cows',,,,
'cozy',,,,
'crack',,,,
'cracked',,,,
'crackling',,,,
'cramped',,,,
'cranelike',,,,
'cranky',,,,
'crawling',,,,
'creamcolored',,,,
'created',,,,
'created',,,,
'creates',,,,
'creating',,,,
'creatures',,,,
'creepy',,,,
'crime',,,,
'crisis',,,,
'crisp',,,,
'crispy',,,,
'crispy',,,,
'crook',,,,
'crooked',,,,
'crop',,,,
'cross',,,,
'crossed',,,,
'crossing',,,,
'crouching',,,,
'crowded',,,,
crt',,,,
crt',,,,
'crt',,,,
crts',,,,
'cruiser',,,,
'cruising',,,,
'crumbled',,,,
'crumbling',,,,
'crumbling',,,,
'crushing',,,,
'ct',,,,
'cuddle',,,,
'cuddle',,,,
'cuddled',,,,
'cuddled',,,,
'cue',,,,
'cultural',,,,
'culture',,,,
'cumbersome',,,,
'cumulonimbus',,,,
'curator',,,,
'curious',,,,
'curly',,,,
'current',,,,
'currently',,,,
'currently',,,,
'curve',,,,
'curve',,,,
'curved',,,,
'curves',,,,
'custom',,,,
'customer',,,,
'customers',,,,
'cut',,,,
'cute',,,,
'cutting',,,,
'cuttingedge',,,,
'cuttingedge',,,,
'cycling',,,,
'cylindrical',,,,
'cylindrical',,,,
'dad',,,,
'daily',,,,
'damp',,,,
'damping',,,,
'damping',,,,
'dance',,,,
'danger',,,,
'dangerous',,,,
'dangerous',,,,
'dangerously',,,,
'darkcolored',,,,
'darker',,,,
'darker',,,,
'darkness',,,,
'daughter',,,,
'day',,,,
'dazzling',,,,
'dead',,,,
'deal',,,,
'dealer',,,,
'death',,,,
'decanter',,,,
'deceased',,,,
'decided',,,,
'deciduous',,,,
'decimal',,,,
'decorate',,,,
'decorate',,,,
'decorated',,,,
'decorated',,,,
'decorating',,,,
'decorating',,,,
'decorative',,,,
'decorative',,,,
'decoyed',,,,
'dedicated',,,,
'deep',,,,
'deepfried',,,,
'deeply',,,,
'deeply',,,,
'deerlike',,,,
'defect',,,,
'defeganta',,,,
'defeganta',,,,
'definitely',,,,
'deflate',,,,
'deflate',,,,
'deflating',,,,
'deformed',,,,
'degree',,,,
'delicate',,,,
'delicious',,,,
'deliciously',,,,
'deliciously',,,,
'delight',,,,
'demo',,,,
'demonstrating',,,,
'demonstration',,,,
'dense',,,,
'densely',,,,
'departs',,,,
'departs',,,,
'departure',,,,
'dependable',,,,
'depicting',,,,
'deposited',,,,
'depressed',,,,
'depth',,,,
'descended',,,,
'descended',,,,
'descending',,,,
'descends',,,,
'descends',,,,
'descent',,,,
'descent',,,,
'describing',,,,
'descriptor',,,,
'descriptor',,,,
'deserted',,,,
'design',,,,
designed',,,,
'designed',,,,
'desolate',,,,
'desperate',,,,
'desperately',,,,
'desperately',,,,
'despite',,,,
'destination',,,,
'destroy',,,,
'destroy',,,,
'destroyed',,,,
'destructive',,,,
'detail',,,,
'detailing',,,,
'detailing',,,,
'detained',,,,
'developing',,,,
'development',,,,
'dexterity',,,,
'dexterous',,,,
'dexterous',,,,
'diagonal',,,,
'diagonally',,,,
'diagonally',,,,
'dial',,,,
'dialstyle',,,,
'dialstyle',,,,
'diameter',,,,
dicek',,,,
dicek',,,,
'did',,,,
'diet',,,,
'difference',,,,
'difference',,,,
'different',,,,
'difficult',,,,
'difficulty',,,,
'difficulty',,,,
'dig',,,,
'digesting',,,,
'digestive',,,,
'digestive',,,,
'digging',,,,
'digitally',,,,
'digitally',,,,
'dignified',,,,
'dignified',,,,
'dignifiedly',,,,
'dignifiedly',,,,
'dignity',,,,
'dim',,,,
'dimly',,,,
'dimly',,,,
'direction',,,,
'directly',,,,
'directs',,,,
'dirty',,,,
'disappear',,,,
'disappointed',,,,
'disappointing',,,,
'disappointing',,,,
'discarded',,,,
'discharged',,,,
'discomfort',,,,
'discrimination',,,,
'discussing',,,,
'disease',,,,
'disgusted',,,,
'disgusting',,,,
'dishes',,,,
'display',,,,
'displayed',,,,
'displayed',,,,
'disposal',,,,
'dispose',,,,
'distance',,,,
'distance',,,,
'distant',,,,
'distinctive',,,,
'distinguish',,,,
'distorted',,,,
'district',,,,
'disturbing',,,,
'divided',,,,
'diving',,,,
'diving',,,,
'djs',,,,
'do',,,,
'dockfall',,,,
'dockfall',,,,
'docking',,,,
'dodging',,,,
'doe',,,,
doing',,,,
'doing',,,,
'dojo',,,,
'donated',,,,
'donated',,,,
'donation',,,,
'done',,,,
'dot',,,,
'dotami',,,,
'dotami',,,,
'dotted',,,,
'double',,,,
'doubleglazed',,,,
down',,,,
down',,,,
'downhill',,,,
'downtown',,,,
'downward',,,,
'downward',,,,
'dozen',,,,
'dramatic',,,,
'drank',,,,
'draw',,,,
'draw',,,,
'drawn',,,,
'drawn',,,,
'dream',,,,
'dreamlike',,,,
'dressed',,,,
'dressing',,,,
'dressing',,,,
'drew',,,,
'drew',,,,
'dried',,,,
'dried',,,,
'drifting',,,,
'drinking',,,,
'drinking',,,,
'drip',,,,
'dripping',,,,
'drive',,,,
'driving',,,,
'drop',,,,
'dropped',,,,
'dropping',,,,
'dropping',,,,
'drowned',,,,
'dry',,,,
'dubious',,,,
'due',,,,
'dug',,,,
'dull',,,,
'dump',,,,
'during',,,,
'dusk',,,,
'dusky',,,,
'dusky',,,,
'dusty',,,,
'dusty',,,,
'duty',,,,
'dyed',,,,
'dying',,,,
'dynamic',,,,
'dynamism',,,,
'dynamism',,,,
each',,,,
'each',,,,
'eager',,,,
'eagerly',,,,
'eagerly',,,,
'earlier',,,,
'earlier',,,,
'early',,,,
'earthy',,,,
'earthy',,,,
'ease',,,,
'easier',,,,
'easily',,,,
'easily',,,,
'easter',,,,
'easy',,,,
'eat',,,,
'eat',,,,
'eaten',,,,
'eaten',,,,
'eaves',,,,
'edge',,,,
'education',,,,
'eerie',,,,
'effective',,,,
'effort',,,,
efforts',,,,
'either',,,,
'either',,,,
'elapsed',,,,
'electric',,,,
'electricity',,,,
'elegant',,,,
'elegantly',,,,
'elegantly',,,,
'elementary',,,,
'elliptical',,,,
'elongated',,,,
'else',,,,
'elsewhere',,,,
'embarks',,,,
'embarrassed',,,,
'emerged',,,,
'emerged',,,,
'emergency',,,,
'emerges',,,,
'emerges',,,,
'emerging',,,,
'emitting',,,,
'emphasized',,,,
'empty',,,,
'enchanted',,,,
'enchanting',,,,
'enclose',,,,
'enclose',,,,
'enclosed',,,,
'end',,,,
'ended',,,,
'ended',,,,
'endlessly',,,,
'enemy',,,,
'energetic',,,,
'energy',,,,
'engaged',,,,
'english',,,,
'enjoy',,,,
'enjoy',,,,
'enjoyable',,,,
'enjoyable',,,,
'enjoyed',,,,
'enjoyed',,,,
'enjoying',,,,
'enjoyingly',,,,
'enjoyingly',,,,
'enjoyment',,,,
'enjoys',,,,
'enjoys',,,,
'enlarged',,,,
'enormous',,,,
'enough',,,,
'entangled',,,,
'enter',,,,
'entered',,,,
'entered',,,,
'entering',,,,
'enters',,,,
'enters',,,,
'entertaining',,,,
'entertaining',,,,
'entertainment',,,,
'enthusiasm',,,,
'enthusiasm',,,,
'enthusiastic',,,,
'entire',,,,
'entirety',,,,
'entirety',,,,
'entrance',,,,
'enveloped',,,,
'enviable',,,,
'enviable',,,,
'envious',,,,
'envious',,,,
'environment',,,,
'envy',,,,
'equal',,,,
'equally',,,,
'equally',,,,
'equipped',,,,
'era',,,,
'erase',,,,
'erasing',,,,
'error',,,,
'erupt',,,,
'erupt',,,,
'escape',,,,
'especially',,,,
'establishment',,,,
'esthetic',,,,
'etc',,,,
'etc',,,,
'ethnic',,,,
'europe',,,,
'even',,,,
'evening',,,,
'evenly',,,,
'evenly',,,,
'event',,,,
'evergreen',,,,
'every',,,,
'everybody',,,,
'everyday',,,,
'everyone',,,,
'everyone',,,,
'everyones',,,,
'everyones',,,,
'everything',,,,
'everywhere',,,,
'evidence',,,,
'exactly',,,,
'example',,,,
'excavates',,,,
'excellent',,,,
'except',,,,
'exchanging',,,,
'excited',,,,
'exciting',,,,
'exciting',,,,
'excluding',,,,
'exclusive',,,,
'exercise',,,,
'exercising',,,,
'exhaust',,,,
'exhilarating',,,,
'exist',,,,
'exists',,,,
'exists',,,,
'exit',,,,
'exotic',,,,
'expanded',,,,
'expanded',,,,
'expanding',,,,
'expanse',,,,
'expected',,,,
'expensive',,,,
'experience',,,,
'experience',,,,
'experienced',,,,
'experienced',,,,
'experiencing',,,,
'experiment',,,,
'experimental',,,,
'experimental',,,,
'explain',,,,
'explain',,,,
'explaining',,,,
'explaining',,,,
'explanation',,,,
'exploded',,,,
'expose',,,,
'expose',,,,
'exposed',,,,
'express',,,,
'expression',,,,
'exquisite',,,,
'extend',,,,
'extend',,,,
'extended',,,,
'extending',,,,
'extends',,,,
'extends',,,,
'extensive',,,,
'extent',,,,
'exterior',,,,
'external',,,,
'extinguish',,,,
'extinguish',,,,
'extinguishing',,,,
'extremely',,,,
'eyecatching',,,,
'eyed',,,,
'eyed',,,,
'eyes',,,,
'fabriclike',,,,
'facial',,,,
'facility',,,,
'facing',,,,
'fact',,,,
'faded',,,,
'failed',,,,
'faint',,,,
'fair',,,,
'fairly',,,,
'fairly',,,,
'fairytale',,,,
'fake',,,,
'fall',,,,
'fallen',,,,
'falling',,,,
'familiar',,,,
'familiarity',,,,
'familiarity',,,,
'families',,,,
'famous',,,,
'fan',,,,
'fancy',,,,
'fang',,,,
'fantastic',,,,
'fantasy',,,,
'far',,,,
'farmland',,,,
'fashion',,,,
'fashionable',,,,
'fast',,,,
'fate',,,,
'father',,,,
'father',,,,
'fatigue',,,,
'favorite',,,,
'fear',,,,
'fearless',,,,
'feathers',,,,
'feeding',,,,
feel',,,,
feel',,,,
'feel',,,,
'feeling',,,,
'feetlike',,,,
'fell',,,,
'felt',,,,
'female',,,,
'feminine',,,,
'femininity',,,,
'femininity',,,,
'ferocious',,,,
'fever',,,,
few',,,,
'few',,,,
'fiber',,,,
'fiery',,,,
'fiery',,,,
'fight',,,,
'fight',,,,
'fighting',,,,
'figure',,,,
'filial',,,,
'fill',,,,
'filled',,,,
'filming',,,,
'filthy',,,,
'find',,,,
'fine',,,,
'finish',,,,
'finish',,,,
'finished',,,,
'finishing',,,,
'firefighter',,,,
'firefighters',,,,
'firefighting',,,,
'firefighting',,,,
'fireworks',,,,
'firing',,,,
'firm',,,,
'firmly',,,,
'firmly',,,,
first',,,,
'first',,,,
'fishing',,,,
'fit',,,,
'fitting',,,,
'five',,,,
'fixed',,,,
'flagged',,,,
'flagged',,,,
flames',,,,
'flanders',,,,
'flap',,,,
'flapped',,,,
'flapped',,,,
'flapping',,,,
'flashing',,,,
'flashy',,,,
'flat',,,,
'flea',,,,
'flew',,,,
'flicking',,,,
'flight',,,,
'flipping',,,,
'float',(checking for fleas - ambiguous),,,
'float',,,,
'flock',,,,
'flocking',,,,
'floor',,,,
'floral',,,,
'floret',,,,
'flow',,,,
'flow',,,,
'flowed',,,,
'flowed',,,,
'flowers',,,,
'flowing',,,,
'flown',,,,
'fluffy',,,,
'flush',,,,
'flushed',,,,
'flushed',,,,
'fluttering',,,,
'flying',,,,
'foaming',,,,
'focal',,,,
'focus',,,,
'folded',,,,
'folding',,,,
'folding',,,,
'folk',,,,
'follow',,,,
'follow',,,,
'following',,,,
'footprint',,,,
'footstep',,,,
'footwork',,,,
for',,,,
'for',,,,
'forbidden',,,,
'force',,,,
'forecast',,,,
'forefoot',,,,
'forefront',,,,
'foreground',,,,
'forehead',,,,
'foreign',,,,
'foreigner',,,,
'foremost',,,,
'forepaw',,,,
'forepaw',,,,
'forever',,,,
'forgets',,,,
'forgets',,,,
'forgotten',,,,
'forklist',,,,
'forklist',,,,
'form',,,,
'formed',,,,
'former',,,,
'forming',,,,
'forming',,,,
'forward',,,,
'found',,,,
'foundation',,,,
'four',,,,
'fourlegged',,,,
'fourwheeled',,,,
'fragment',,,,
'frame',,,,
'framework',,,,
'france',,,,
'francisco',,,,
'free',,,,
'free',,,,
'freedom',,,,
'freely',,,,
'freeway',,,,
'fresh',,,,
'freshly',,,,
'freshness',,,,
'friend',,,,
'friendly',,,,
'frightening',,,,
'frightening',,,,
from',,,,
'from',,,,
'front',,,,
'frothing',,,,
'fruited',,,,
'fruited',,,,
'frustrating',,,,
'fuke',,,,
'fuke',,,,
'full',,,,
'fullbodied',,,,
'fully',,,,
'fully',,,,
'fuma',,,,
'fuma',,,,
'fun',,,,
'funafuna',,,,
'funafuna',,,,
'funky',,,,
'funny',,,,
'fur',,,,
'furong',,,,
'furong',,,,
'further',,,,
'fuselage',,,,
'future',,,,
'fuzzy',,,,
'g',,,,
'g',,,,
'gaesten',,,,
'gaesten',,,,
'gait',,,,
'game',,,,
'gap',,,,
'gather',,,,
'gather',,,,
'gathered',,,,
'gathering',,,,
'gathering',,,,
'gaudy',,,,
'gauge',,,,
'gave',,,,
'gaze',,,,
'gaze',,,,
'gazing',,,,
'gender',,,,
'general',,,,
'generated',,,,
'generation',,,,
'genre',,,,
'gentle',,,,
'gentleman',,,,
'gently',,,,
'gently',,,,
'genuine',,,,
'geography',,,,
get',,,,
'get',,,,
'getting',,,,
'giant',,,,
'ginkgo',,,,
'ginkgo',,,,
'ginseng',,,,
'ginseng',,,,
'girlfriend',,,,
'girls',,,,
'give',,,,
'give',,,,
'given',,,,
'giving',,,,
'glance',,,,
'glassenclosed',,,,
'glasslike',,,,
'glasslined',,,,
'glassy',,,,
'glide',,,,
'gliding',,,,
'glimpse',,,,
'glittering',,,,
'glitterly',,,,
'glitterly',,,,
'glory',,,,
'gloss',,,,
'glossy',,,,
'glove',,,,
'glow',,,,
go',,,,
'go',,,,
'goal',,,,
'god',,,,
'godly',,,,
going',,,,
'going',,,,
'golden',,,,
'gone',,,,
'good',,,,
'gorgeous',,,,
'got',,,,
'gouged',,,,
'government',,,,
'grab',,,,
'grabbed',,,,
'grabbing',,,,
'gracefully',,,,
'gradation',,,,
'grade',,,,
'gradually',,,,
graf',,,,
'graf',,,,
'grainlike',,,,
'grand',,,,
'grandchild',,,,
'granddaughter',,,,
'grandfather',,,,
'grandfathering',,,,
'grandfathering',,,,
'grandmother',,,,
'grandpa',,,,
'grandpa',,,,
'grapes',,,,
'grasp',,,,
'grasp',,,,
'grasping',,,,
'grassy',,,,
'grassy',,,,
'gravity',,,,
'grayish',,,,
'grayish',,,,
'great',,,,
'greatly',,,,
'greedy',,,,
'greek',,,,
'greened',,,,
'greened',,,,
'greenish',,,,
'greenness',,,,
'greenness',,,,
'greeny',,,,
'greeny',,,,
'grew',,,,
'grilled',,,,
'grinning',,,,
'grip',,,,
