"image","soa","word","frequency"
"im0002769.jpg","133","chalkboard","1"
"im0002769.jpg","133","chalkpiece","1"
"im0002769.jpg","133","class","1"
"im0002769.jpg","133","color","1"
"im0002769.jpg","133","dog","1"
"im0002769.jpg","133","doodle","1"
"im0002769.jpg","133","draw","1"
"im0002769.jpg","133","dress","1"
"im0002769.jpg","133","erasing","1"
"im0002769.jpg","133","escribir","1"
"im0002769.jpg","133","glass","1"
"im0002769.jpg","133","hot","1"
"im0002769.jpg","133","letters","1"
"im0002769.jpg","133","mano","1"
"im0002769.jpg","133","nothing","1"
"im0002769.jpg","133","people","1"
"im0002769.jpg","133","pin","1"
"im0002769.jpg","133","pizarra","1"
"im0002769.jpg","133","profesor","1"
"im0002769.jpg","133","ring","1"
"im0002769.jpg","133","road","1"
"im0002769.jpg","133","rope","1"
"im0002769.jpg","133","sleeve","1"
"im0002769.jpg","133","student","1"
"im0002769.jpg","133","table","1"
"im0002769.jpg","133","tablero","1"
"im0002769.jpg","133","type","1"
"im0002769.jpg","133","write","1"
"im0002769.jpg","267","wow","5"
"im0002769.jpg","267","hand","4"
"im0002769.jpg","267","board","2"
"im0002769.jpg","267","drawing","2"
"im0002769.jpg","267","animal","1"
"im0002769.jpg","267","apple","1"
"im0002769.jpg","267","blue","1"
"im0002769.jpg","267","bull","1"
"im0002769.jpg","267","bus","1"
"im0002769.jpg","267","car","1"
"im0002769.jpg","267","chalk","1"
"im0002769.jpg","267","chalkboard","1"
"im0002769.jpg","267","choc","1"
"im0002769.jpg","267","class","1"
"im0002769.jpg","267","cow","1"
"im0002769.jpg","267","giant","1"
"im0002769.jpg","267","map","1"
"im0002769.jpg","267","people","1"
"im0002769.jpg","267","ring","1"
"im0002769.jpg","267","shirt","1"
"im0002769.jpg","267","thread","1"
"im0002769.jpg","267","truck","1"
"im0002769.jpg","267","white","1"
"im0002769.jpg","267","wowwow","1"
"im0002769.jpg","267","wrist","1"
"im0002769.jpg","267","write","1"
"im0002769.jpg","267","writing","1"
"im0001549.jpg","67","birds","1"
"im0001549.jpg","67","colors","1"
"im0001549.jpg","67","design","1"
"im0001549.jpg","67","flying","1"
"im0001549.jpg","67","many","1"
"im0001549.jpg","133","fish","2"
"im0001549.jpg","133","water","2"
"im0001549.jpg","133","animal","1"
"im0001549.jpg","133","blue","1"
"im0001549.jpg","133","food","1"
"im0001549.jpg","133","group","1"
"im0001549.jpg","133","many","1"
"im0001549.jpg","133","nature","1"
"im0001549.jpg","133","ocean","1"
"im0001549.jpg","133","outing","1"
"im0001549.jpg","133","school","1"
"im0001549.jpg","133","sea","1"
"im0001549.jpg","267","fish","5"
"im0001549.jpg","267","water","3"
"im0001549.jpg","267","green","2"
"im0001549.jpg","267","sea","2"
"im0001549.jpg","267","underwater","2"
"im0001549.jpg","267","aquatic","1"
"im0001549.jpg","267","beauty","1"
"im0001549.jpg","267","blue","1"
"im0001549.jpg","267","daytime","1"
"im0001549.jpg","267","diving","1"
"im0001549.jpg","267","groups","1"
"im0001549.jpg","267","school","1"
"im0001549.jpg","267","silver","1"
"im0001549.jpg","267","stone","1"
"im0001549.jpg","267","sunlight","1"
"im0001549.jpg","267","swiming","1"
"im0001549.jpg","267","swimming","1"
"im0001549.jpg","267","tails","1"
"im0001549.jpg","267","tank","1"
"im0001549.jpg","267","yellow","1"
"im0003447.jpg","133","fox","2"
"im0003447.jpg","133","swimming","2"
"im0003447.jpg","133","tree","2"
"im0003447.jpg","133","ball","1"
"im0003447.jpg","133","caribbean","1"
"im0003447.jpg","133","cocunut","1"
"im0003447.jpg","133","island","1"
"im0003447.jpg","133","man","1"
"im0003447.jpg","133","ocean","1"
"im0003447.jpg","133","outside","1"
"im0003447.jpg","133","palm","1"
"im0003447.jpg","133","person","1"
"im0003447.jpg","133","shoddy","1"
"im0003447.jpg","133","vacation","1"
"im0003447.jpg","133","water","1"
"im0003447.jpg","267","sea","3"
"im0003447.jpg","267","tree","3"
"im0003447.jpg","267","swimming","2"
"im0003447.jpg","267","beach","1"
"im0003447.jpg","267","blue","1"
"im0003447.jpg","267","green","1"
"im0003447.jpg","267","leaf","1"
"im0003447.jpg","267","man","1"
"im0003447.jpg","267","ocean","1"
"im0003447.jpg","267","outside","1"
"im0003447.jpg","267","palm","1"
"im0003447.jpg","267","person","1"
"im0003447.jpg","267","plan","1"
"im0003447.jpg","267","play","1"
"im0003447.jpg","267","single","1"
"im0003447.jpg","267","water","1"
"im0008777.jpg","133","forest","2"
"im0008777.jpg","133","statue","2"
"im0008777.jpg","133","temple","2"
"im0008777.jpg","133","ancient","1"
"im0008777.jpg","133","art","1"
"im0008777.jpg","133","arts","1"
"im0008777.jpg","133","building","1"
"im0008777.jpg","133","columns","1"
"im0008777.jpg","133","figure","1"
"im0008777.jpg","133","fountain","1"
"im0008777.jpg","133","hierarchy","1"
"im0008777.jpg","133","marble","1"
"im0008777.jpg","133","mounaitn","1"
"im0008777.jpg","133","old","1"
"im0008777.jpg","133","outside","1"
"im0008777.jpg","133","path","1"
"im0008777.jpg","133","person","1"
"im0008777.jpg","133","rome","1"
"im0008777.jpg","133","ruins","1"
"im0008777.jpg","133","sad","1"
"im0008777.jpg","133","sculptures","1"
"im0008777.jpg","133","stone","1"
"im0008777.jpg","133","woman","1"
"im0008777.jpg","267","stone","4"
"im0008777.jpg","267","ancient","1"
"im0008777.jpg","267","animal","1"
"im0008777.jpg","267","big","1"
"im0008777.jpg","267","columns","1"
"im0008777.jpg","267","eaurope","1"
"im0008777.jpg","267","great","1"
"im0008777.jpg","267","horse","1"
"im0008777.jpg","267","man","1"
"im0008777.jpg","267","rome","1"
"im0008777.jpg","267","statue","1"
"im0008777.jpg","267","statues","1"
"im0008777.jpg","267","touristic","1"
"im0008777.jpg","267","water","1"
"im0008777.jpg","267","white","1"
"im0008777.jpg","267","woman","1"
"im0008532.jpg","67","buildings","1"
"im0008532.jpg","67","city","1"
"im0008532.jpg","67","green","1"
"im0008532.jpg","67","lake","1"
"im0008532.jpg","67","monument","1"
"im0008532.jpg","67","outside","1"
"im0008532.jpg","67","person","1"
"im0008532.jpg","67","sky","1"
"im0008532.jpg","67","statue","1"
"im0008532.jpg","67","water","1"
"im0008532.jpg","133","statue","4"
"im0008532.jpg","133","america","2"
"im0008532.jpg","133","liberty","2"
"im0008532.jpg","133","ocean","2"
"im0008532.jpg","133","sea","2"
"im0008532.jpg","133","beauty","1"
"im0008532.jpg","133","big","1"
"im0008532.jpg","133","blue","1"
"im0008532.jpg","133","buildings","1"
"im0008532.jpg","133","island","1"
"im0008532.jpg","133","shore","1"
"im0008532.jpg","133","standing","1"
"im0008532.jpg","133","tall","1"
"im0008532.jpg","133","trees","1"
"im0008532.jpg","133","woman","1"
"im0008532.jpg","267","statue","3"
"im0008532.jpg","267","water","3"
"im0008532.jpg","267","aerial","1"
"im0008532.jpg","267","awesome","1"
"im0008532.jpg","267","boat","1"
"im0008532.jpg","267","grass","1"
"im0008532.jpg","267","green","1"
"im0008532.jpg","267","island","1"
"im0008532.jpg","267","liberty","1"
"im0008532.jpg","267","new","1"
"im0008532.jpg","267","outside","1"
"im0008532.jpg","267","pride","1"
"im0008532.jpg","267","trees","1"
"im0008532.jpg","267","view","1"
"im0008532.jpg","267","york","1"
"im0002209.jpg","67","bridge","2"
"im0002209.jpg","67","art","1"
"im0002209.jpg","67","artist","1"
"im0002209.jpg","67","bus","1"
"im0002209.jpg","67","famous","1"
"im0002209.jpg","67","fun","1"
"im0002209.jpg","67","hanging","1"
"im0002209.jpg","67","image","1"
"im0002209.jpg","67","mountain","1"
"im0002209.jpg","67","movie","1"
"im0002209.jpg","67","painting","1"
"im0002209.jpg","67","river","1"
"im0002209.jpg","67","road","1"
"im0002209.jpg","67","travel","1"
"im0002209.jpg","133","bridge","1"
"im0002209.jpg","133","car","1"
"im0002209.jpg","133","light","1"
"im0002209.jpg","133","road","1"
"im0002209.jpg","133","sea","1"
"im0002209.jpg","267","bridge","2"
"im0002209.jpg","267","night","2"
"im0002209.jpg","267","water","2"
"im0002209.jpg","267","beautiful","1"
"im0002209.jpg","267","boy","1"
"im0002209.jpg","267","cars","1"
"im0002209.jpg","267","city","1"
"im0002209.jpg","267","dark","1"
"im0002209.jpg","267","girl","1"
"im0002209.jpg","267","gold","1"
"im0002209.jpg","267","light","1"
"im0002209.jpg","267","river","1"
"im0002209.jpg","267","road","1"
"im0002209.jpg","267","sadnq","1"
"im0002209.jpg","267","sand","1"
"im0002209.jpg","267","sky","1"
"im0002209.jpg","267","tower","1"
"im0004531.jpg","133","green","2"
"im0004531.jpg","133","red","2"
"im0004531.jpg","133","airport","1"
"im0004531.jpg","133","baby","1"
"im0004531.jpg","133","bag","1"
"im0004531.jpg","133","black","1"
"im0004531.jpg","133","boy","1"
"im0004531.jpg","133","child","1"
"im0004531.jpg","133","couch","1"
"im0004531.jpg","133","fabric","1"
"im0004531.jpg","133","girl","1"
"im0004531.jpg","133","indoors","1"
"im0004531.jpg","133","inside","1"
"im0004531.jpg","133","luggages","1"
"im0004531.jpg","133","parents","1"
"im0004531.jpg","133","person","1"
"im0004531.jpg","133","shop","1"
"im0004531.jpg","133","tshirt","1"
"im0004531.jpg","133","wood","1"
"im0004531.jpg","267","airport","1"
"im0004531.jpg","267","bag","1"
"im0004531.jpg","267","child","1"
"im0004531.jpg","267","fun","1"
"im0004531.jpg","267","loud","1"
"im0004531.jpg","267","luggage","1"
"im0004531.jpg","267","nature","1"
"im0004531.jpg","267","suitcase","1"
"im0004531.jpg","267","travel","1"
"im0004531.jpg","267","women","1"
"im0001277.jpg","67","tunnel","2"
"im0001277.jpg","67","building","1"
"im0001277.jpg","67","colorful","1"
"im0001277.jpg","67","cylindrical","1"
"im0001277.jpg","67","futuristic","1"
"im0001277.jpg","67","hollow","1"
"im0001277.jpg","67","inside","1"
"im0001277.jpg","67","matter","1"
"im0001277.jpg","67","road","1"
"im0001277.jpg","67","round","1"
"im0001277.jpg","67","space","1"
"im0001277.jpg","67","terminal","1"
"im0001277.jpg","67","time","1"
"im0001277.jpg","67","velocity","1"
"im0001277.jpg","133","metro","2"
"im0001277.jpg","133","train","2"
"im0001277.jpg","133","bridge","1"
"im0001277.jpg","133","brown","1"
"im0001277.jpg","133","light","1"
"im0001277.jpg","133","lights","1"
"im0001277.jpg","133","rail","1"
"im0001277.jpg","133","railway","1"
"im0001277.jpg","133","scary","1"
"im0001277.jpg","133","transport","1"
"im0001277.jpg","133","travel","1"
"im0001277.jpg","133","tunel","1"
"im0001277.jpg","133","tunnel","1"
"im0001277.jpg","133","undergroud","1"
"im0001277.jpg","267","gray","1"
"im0001277.jpg","267","light","1"
"im0001277.jpg","267","people","1"
"im0001277.jpg","267","squares","1"
"im0001277.jpg","267","stones","1"
"im0001277.jpg","267","tunnel","1"
"im0002033.jpg","67","idea","5"
"im0002033.jpg","67","water","3"
"im0002033.jpg","67","sea","2"
"im0002033.jpg","67","tree","2"
"im0002033.jpg","67","art","1"
"im0002033.jpg","67","bird","1"
"im0002033.jpg","67","building","1"
"im0002033.jpg","67","dance","1"
"im0002033.jpg","67","fly","1"
"im0002033.jpg","67","goat","1"
"im0002033.jpg","67","grass","1"
"im0002033.jpg","67","hollyday","1"
"im0002033.jpg","67","house","1"
"im0002033.jpg","67","kite","1"
"im0002033.jpg","67","leaf","1"
"im0002033.jpg","67","man","1"
"im0002033.jpg","67","music","1"
"im0002033.jpg","67","painting","1"
"im0002033.jpg","67","person","1"
"im0002033.jpg","67","rock","1"
"im0002033.jpg","67","scripture","1"
"im0002033.jpg","67","ship","1"
"im0002033.jpg","67","snow","1"
"im0002033.jpg","67","sun","1"
"im0002033.jpg","67","surf","1"
"im0002033.jpg","67","toor","1"
"im0002033.jpg","67","vacation","1"
"im0002033.jpg","133","water","8"
"im0002033.jpg","133","park","3"
"im0002033.jpg","133","fountain","2"
"im0002033.jpg","133","agua","1"
"im0002033.jpg","133","apple","1"
"im0002033.jpg","133","arbol","1"
"im0002033.jpg","133","banana","1"
"im0002033.jpg","133","bird","1"
"im0002033.jpg","133","blue","1"
"im0002033.jpg","133","boat","1"
"im0002033.jpg","133","bus","1"
"im0002033.jpg","133","cascada","1"
"im0002033.jpg","133","chairs","1"
"im0002033.jpg","133","children","1"
"im0002033.jpg","133","day","1"
"im0002033.jpg","133","different","1"
"im0002033.jpg","133","family","1"
"im0002033.jpg","133","flow","1"
"im0002033.jpg","133","forest","1"
"im0002033.jpg","133","fountains","1"
"im0002033.jpg","133","founting","1"
"im0002033.jpg","133","frogs","1"
"im0002033.jpg","133","ground","1"
"im0002033.jpg","133","hombre","1"
"im0002033.jpg","133","hosue","1"
"im0002033.jpg","133","lake","1"
"im0002033.jpg","133","many","1"
"im0002033.jpg","133","national","1"
"im0002033.jpg","133","naturaleza","1"
"im0002033.jpg","133","orange","1"
"im0002033.jpg","133","outing","1"
"im0002033.jpg","133","paerl","1"
"im0002033.jpg","133","person","1"
"im0002033.jpg","133","pipe","1"
"im0002033.jpg","133","place","1"
"im0002033.jpg","133","playing","1"
"im0002033.jpg","133","red","1"
"im0002033.jpg","133","sand","1"
"im0002033.jpg","133","shoes","1"
"im0002033.jpg","133","shooting","1"
"im0002033.jpg","133","spouts","1"
"im0002033.jpg","133","time","1"
"im0002033.jpg","133","tire","1"
"im0002033.jpg","133","trees","1"
"im0002033.jpg","133","white","1"
"im0002033.jpg","133","women","1"
"im0002033.jpg","267","water","9"
"im0002033.jpg","267","nice","5"
"im0002033.jpg","267","fountain","4"
"im0002033.jpg","267","girl","2"
"im0002033.jpg","267","man","2"
"im0002033.jpg","267","people","2"
"im0002033.jpg","267","red","2"
"im0002033.jpg","267","tree","2"
"im0002033.jpg","267","agri","1"
"im0002033.jpg","267","airose","1"
"im0002033.jpg","267","animal","1"
"im0002033.jpg","267","boy","1"
"im0002033.jpg","267","cap","1"
"im0002033.jpg","267","children","1"
"im0002033.jpg","267","daytime","1"
"im0002033.jpg","267","fish","1"
"im0002033.jpg","267","frog","1"
"im0002033.jpg","267","garden","1"
"im0002033.jpg","267","glass","1"
"im0002033.jpg","267","ground","1"
"im0002033.jpg","267","mob","1"
"im0002033.jpg","267","nature","1"
"im0002033.jpg","267","outside","1"
"im0002033.jpg","267","park","1"
"im0002033.jpg","267","person","1"
"im0002033.jpg","267","pig","1"
"im0002033.jpg","267","pipe","1"
"im0002033.jpg","267","plant","1"
"im0002033.jpg","267","pool","1"
"im0002033.jpg","267","reflective","1"
"im0002033.jpg","267","road","1"
"im0002033.jpg","267","rock","1"
"im0002033.jpg","267","sculpture","1"
"im0002033.jpg","267","seeds","1"
"im0002033.jpg","267","spray","1"
"im0002033.jpg","267","sprinkler","1"
"im0002033.jpg","267","sprinklers","1"
"im0002033.jpg","267","statue","1"
"im0002033.jpg","267","statues","1"
"im0002033.jpg","267","stream","1"
"im0002033.jpg","267","swimming","1"
"im0002033.jpg","267","tube","1"
"im0002033.jpg","267","washing","1"
"im0002033.jpg","267","women","1"
"im0001736.jpg","67","blond","1"
"im0001736.jpg","67","corner","1"
"im0001736.jpg","67","outside","1"
"im0001736.jpg","67","person","1"
"im0001736.jpg","67","woman","1"
"im0001736.jpg","67","young","1"
"im0001736.jpg","133","alone","2"
"im0001736.jpg","133","girl","2"
"im0001736.jpg","133","blonde","1"
"im0001736.jpg","133","hair","1"
"im0001736.jpg","133","look","1"
"im0001736.jpg","133","sad","1"
"im0001736.jpg","133","sunlight","1"
"im0001736.jpg","133","thinking","1"
"im0001736.jpg","267","blonde","1"
"im0001736.jpg","267","face","1"
"im0001736.jpg","267","fun","1"
"im0001736.jpg","267","girl","1"
"im0001736.jpg","267","outdoor","1"
"im0001736.jpg","267","park","1"
"im0001736.jpg","267","teen","1"
"im0001736.jpg","267","thinking","1"
"im0001736.jpg","267","water","1"
"im0001736.jpg","267","women","1"
"im0007623.jpg","67","mountain","2"
"im0007623.jpg","67","farm","1"
"im0007623.jpg","67","grass","1"
"im0007623.jpg","67","green","1"
"im0007623.jpg","67","humans","1"
"im0007623.jpg","67","natural","1"
"im0007623.jpg","67","nature","1"
"im0007623.jpg","67","sky","1"
"im0007623.jpg","67","trees","1"
"im0007623.jpg","133","mountain","4"
"im0007623.jpg","133","grass","2"
"im0007623.jpg","133","trees","2"
"im0007623.jpg","133","bird","1"
"im0007623.jpg","133","bush","1"
"im0007623.jpg","133","cloud","1"
"im0007623.jpg","133","crass","1"
"im0007623.jpg","133","flowers","1"
"im0007623.jpg","133","green","1"
"im0007623.jpg","133","greenary","1"
"im0007623.jpg","133","hill","1"
"im0007623.jpg","133","nature","1"
"im0007623.jpg","133","outside","1"
"im0007623.jpg","133","photoshop","1"
"im0007623.jpg","133","plants","1"
"im0007623.jpg","133","road","1"
"im0007623.jpg","133","sceanry","1"
"im0007623.jpg","133","shrub","1"
"im0007623.jpg","133","sky","1"
"im0007623.jpg","133","sunlight","1"
"im0007623.jpg","133","sunrise","1"
"im0007623.jpg","267","mountain","3"
"im0007623.jpg","267","blue","2"
"im0007623.jpg","267","grass","2"
"im0007623.jpg","267","sky","2"
"im0007623.jpg","267","beauty","1"
"im0007623.jpg","267","funny","1"
"im0007623.jpg","267","green","1"
